State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Tripura,Chilly,High,7873,Cost Level: High,Local Cuisine: 1449 INR per day,Luxury Resort: 4092 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Wildlife Safari",High,5.0/5,Winter,"Bengali, Kokborok",Very Safe,No,Festival
Arunachal Pradesh,Rainy,High,27982,Cost Level: High,Local Cuisine: 1170 INR per day,3-star: 4248 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Trekking, Boating",Low,4.6/5,Winter,"Hindi, English",Moderately Safe,No,Festival
Mizoram,Rainy,High,17380,Cost Level: Low,Local Cuisine: 1406 INR per day,3-star: 1072 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Cultural Tours",Low,3.9/5,Monsoon,Mizo,Very Safe,Yes,Local Traditions
Manipur,Sunny,High,41015,Cost Level: High,Local Cuisine: 1193 INR per day,Luxury Resort: 1254 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Boating, Cultural Tours",Moderate,4.4/5,Winter,Manipuri,Safe for Solo Travelers,Yes,Festival
Assam,Sunny,Low,18250,Cost Level: Low,Local Cuisine: 1056 INR per day,Homestay: 4447 INR per night,"Majuli Island, Kaziranga National Park","Boating, River Rafting",High,3.9/5,Summer,Assamese,Safe for Solo Travelers,Yes,Festival
Nagaland,Chilly,Medium,37071,Cost Level: Low,Local Cuisine: 1552 INR per day,Homestay: 4465 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Trekking",Low,4.5/5,Winter,"English, Nagamese",Moderately Safe,No,Festival
Nagaland,Pleasant,High,13820,Cost Level: High,Local Cuisine: 1297 INR per day,Luxury Resort: 1132 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Wildlife Safari, River Rafting",High,4.8/5,Summer,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Pleasant,Low,38521,Cost Level: Low,Local Cuisine: 743 INR per day,Luxury Resort: 4337 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, Wildlife Safari, River Rafting",Moderate,3.8/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions
Mizoram,Rainy,Low,40321,Cost Level: Low,Local Cuisine: 660 INR per day,3-star: 1971 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Low,3.6/5,Summer,Mizo,Moderately Safe,Yes,Local Traditions
Tripura,Sunny,Low,6982,Cost Level: Low,Local Cuisine: 894 INR per day,Luxury Resort: 1163 INR per night,"Ujjayanta Palace, Neermahal","Wildlife Safari, River Rafting",Low,3.9/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Chilly,Medium,33688,Cost Level: High,Local Cuisine: 1465 INR per day,Luxury Resort: 3747 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Boating, Trekking",Moderate,3.6/5,Winter,"Hindi, English",Very Safe,No,Festival
Meghalaya,Pleasant,Low,49129,Cost Level: Low,Local Cuisine: 612 INR per day,Homestay: 4440 INR per night,"Cherrapunji, Living Root Bridges","Boating, Trekking",Moderate,4.4/5,Summer,"Khasi, Garo",Moderately Safe,Yes,Local Traditions
Meghalaya,Rainy,High,11592,Cost Level: Low,Local Cuisine: 1403 INR per day,Homestay: 1410 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating",High,4.0/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Chilly,Low,40583,Cost Level: Low,Local Cuisine: 1847 INR per day,3-star: 3442 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Trekking, Wildlife Safari",Low,4.4/5,Summer,"Hindi, English",Very Safe,No,Local Traditions
Manipur,Sunny,High,22635,Cost Level: Low,Local Cuisine: 1878 INR per day,3-star: 2573 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Trekking, Cultural Tours",Moderate,4.1/5,Monsoon,Manipuri,Very Safe,No,Festival
Nagaland,Sunny,Low,48781,Cost Level: Low,Local Cuisine: 1040 INR per day,Homestay: 2647 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Boating, Cultural Tours",Moderate,4.8/5,Winter,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions
Nagaland,Chilly,Low,8004,Cost Level: Low,Local Cuisine: 1462 INR per day,3-star: 1494 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,High,5.0/5,Winter,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Assam,Rainy,Medium,30477,Cost Level: High,Local Cuisine: 1383 INR per day,3-star: 1817 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari",High,4.5/5,Summer,Assamese,Very Safe,No,Festival
Nagaland,Rainy,Low,34943,Cost Level: High,Local Cuisine: 1420 INR per day,3-star: 2300 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Wildlife Safari",Moderate,4.8/5,Monsoon,"English, Nagamese",Very Safe,No,Art Exhibitions
Mizoram,Chilly,High,40110,Cost Level: High,Local Cuisine: 1011 INR per day,3-star: 1482 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Trekking, Cultural Tours",Moderate,5.0/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Chilly,High,43572,Cost Level: Low,Local Cuisine: 847 INR per day,3-star: 3689 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Trekking, Cultural Tours",Moderate,3.6/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Sunny,Medium,16311,Cost Level: Low,Local Cuisine: 914 INR per day,Homestay: 3730 INR per night,"Tawang Monastery, Ziro Valley",Trekking,Low,4.3/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Arunachal Pradesh,Sunny,Low,14624,Cost Level: High,Local Cuisine: 927 INR per day,Luxury Resort: 3637 INR per night,"Tawang Monastery, Ziro Valley","Boating, River Rafting, Wildlife Safari",Low,4.6/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions
Assam,Sunny,Low,10524,Cost Level: High,Local Cuisine: 742 INR per day,Luxury Resort: 2724 INR per night,"Majuli Island, Kaziranga National Park","Boating, Trekking, Wildlife Safari",High,5.0/5,Summer,Assamese,Very Safe,Yes,Local Traditions
Nagaland,Chilly,Medium,49060,Cost Level: Low,Local Cuisine: 1927 INR per day,Luxury Resort: 1285 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,Low,3.7/5,Monsoon,"English, Nagamese",Moderately Safe,Yes,Festival
Assam,Sunny,Medium,27315,Cost Level: High,Local Cuisine: 1568 INR per day,3-star: 2892 INR per night,"Kaziranga National Park, Majuli Island",Cultural Tours,Low,3.7/5,Monsoon,Assamese,Very Safe,Yes,Art Exhibitions
Manipur,Chilly,Low,48342,Cost Level: Low,Local Cuisine: 1923 INR per day,Luxury Resort: 4188 INR per night,"Kangla Fort, Loktak Lake",Cultural Tours,Low,4.7/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions
Meghalaya,Sunny,High,25628,Cost Level: High,Local Cuisine: 667 INR per day,Homestay: 1726 INR per night,"Cherrapunji, Living Root Bridges",River Rafting,Low,4.8/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Rainy,High,48421,Cost Level: High,Local Cuisine: 805 INR per day,3-star: 4600 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Cultural Tours",High,4.9/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Festival
Arunachal Pradesh,Sunny,Low,30360,Cost Level: Low,Local Cuisine: 1125 INR per day,Homestay: 3757 INR per night,"Tawang Monastery, Ziro Valley",River Rafting,High,4.6/5,Summer,"Hindi, English",Moderately Safe,Yes,Local Traditions
Assam,Chilly,Low,37359,Cost Level: High,Local Cuisine: 1312 INR per day,3-star: 1445 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,High,4.9/5,Winter,Assamese,Very Safe,No,Festival
Arunachal Pradesh,Pleasant,Medium,45168,Cost Level: Low,Local Cuisine: 1727 INR per day,Homestay: 2649 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Cultural Tours",Low,4.9/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Festival
Mizoram,Rainy,Medium,6144,Cost Level: High,Local Cuisine: 510 INR per day,3-star: 1368 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Boating, Wildlife Safari",Moderate,4.0/5,Monsoon,Mizo,Moderately Safe,Yes,Art Exhibitions
Manipur,Sunny,High,15342,Cost Level: High,Local Cuisine: 1539 INR per day,3-star: 2051 INR per night,"Kangla Fort, Loktak Lake",Boating,Moderate,4.2/5,Winter,Manipuri,Very Safe,No,Art Exhibitions
Tripura,Chilly,High,33678,Cost Level: High,Local Cuisine: 635 INR per day,3-star: 2577 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Boating, Cultural Tours",High,3.8/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Assam,Chilly,Low,19522,Cost Level: High,Local Cuisine: 1086 INR per day,Homestay: 3716 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, River Rafting, Boating",Low,4.4/5,Monsoon,Assamese,Very Safe,No,Local Traditions
Assam,Pleasant,High,6605,Cost Level: High,Local Cuisine: 1125 INR per day,Luxury Resort: 1243 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting",High,4.9/5,Winter,Assamese,Moderately Safe,Yes,Art Exhibitions
Arunachal Pradesh,Rainy,Low,16236,Cost Level: High,Local Cuisine: 1003 INR per day,3-star: 4005 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Cultural Tours",Low,4.7/5,Winter,"Hindi, English",Very Safe,No,Art Exhibitions
Assam,Pleasant,Medium,48923,Cost Level: Low,Local Cuisine: 1591 INR per day,Homestay: 3878 INR per night,"Majuli Island, Kaziranga National Park",Cultural Tours,High,3.8/5,Winter,Assamese,Safe for Solo Travelers,No,Festival
Mizoram,Rainy,High,13183,Cost Level: High,Local Cuisine: 1355 INR per day,Homestay: 1628 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Trekking",Moderate,3.9/5,Winter,Mizo,Moderately Safe,No,Art Exhibitions
Manipur,Rainy,High,33276,Cost Level: High,Local Cuisine: 1006 INR per day,3-star: 4095 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, River Rafting",Moderate,4.2/5,Summer,Manipuri,Safe for Solo Travelers,No,Art Exhibitions
Manipur,Chilly,Medium,35733,Cost Level: High,Local Cuisine: 895 INR per day,Luxury Resort: 4917 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Wildlife Safari, Boating",High,4.2/5,Monsoon,Manipuri,Very Safe,Yes,Festival
Meghalaya,Rainy,Medium,37872,Cost Level: High,Local Cuisine: 694 INR per day,3-star: 3864 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Cultural Tours, River Rafting",Moderate,4.8/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Nagaland,Sunny,Medium,31423,Cost Level: Low,Local Cuisine: 1429 INR per day,Homestay: 2666 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Boating, Cultural Tours",Moderate,4.5/5,Winter,"English, Nagamese",Moderately Safe,Yes,Local Traditions
Tripura,Pleasant,Medium,31950,Cost Level: Low,Local Cuisine: 599 INR per day,Homestay: 4145 INR per night,"Neermahal, Ujjayanta Palace",Boating,High,4.3/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival
Meghalaya,Chilly,Medium,47096,Cost Level: High,Local Cuisine: 1050 INR per day,Luxury Resort: 3300 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours",Low,3.5/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,Medium,8570,Cost Level: High,Local Cuisine: 1183 INR per day,3-star: 1365 INR per night,"Majuli Island, Kaziranga National Park",Boating,Moderate,5.0/5,Monsoon,Assamese,Very Safe,No,Local Traditions
Tripura,Chilly,Low,49154,Cost Level: High,Local Cuisine: 1232 INR per day,3-star: 1540 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,Moderate,4.0/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Festival
Manipur,Sunny,Medium,20051,Cost Level: High,Local Cuisine: 1519 INR per day,Homestay: 4829 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Boating, River Rafting",Moderate,4.1/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Festival
Nagaland,Rainy,Low,8759,Cost Level: High,Local Cuisine: 1208 INR per day,3-star: 2985 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Trekking, Boating",Moderate,4.8/5,Monsoon,"English, Nagamese",Very Safe,Yes,Festival
Nagaland,Rainy,High,19143,Cost Level: Low,Local Cuisine: 1001 INR per day,3-star: 2293 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Cultural Tours, Boating",Moderate,4.6/5,Winter,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Manipur,Pleasant,Medium,27185,Cost Level: High,Local Cuisine: 1239 INR per day,3-star: 3879 INR per night,"Loktak Lake, Kangla Fort",Wildlife Safari,Moderate,4.9/5,Monsoon,Manipuri,Very Safe,No,Festival
Assam,Sunny,High,38188,Cost Level: High,Local Cuisine: 1768 INR per day,Luxury Resort: 2661 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,Low,3.6/5,Summer,Assamese,Very Safe,No,Festival
Nagaland,Sunny,Medium,38846,Cost Level: Low,Local Cuisine: 1173 INR per day,Homestay: 4443 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,Low,5.0/5,Winter,"English, Nagamese",Moderately Safe,Yes,Local Traditions
Arunachal Pradesh,Sunny,Medium,8968,Cost Level: Low,Local Cuisine: 819 INR per day,Luxury Resort: 3328 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, River Rafting",Low,4.5/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions
Manipur,Pleasant,Low,36201,Cost Level: Low,Local Cuisine: 789 INR per day,Homestay: 3414 INR per night,"Kangla Fort, Loktak Lake",Boating,High,3.8/5,Summer,Manipuri,Safe for Solo Travelers,No,Local Traditions
Assam,Chilly,Medium,48617,Cost Level: Low,Local Cuisine: 630 INR per day,Luxury Resort: 2865 INR per night,"Kaziranga National Park, Majuli Island",Boating,Low,4.8/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions
Mizoram,Pleasant,Low,12986,Cost Level: Low,Local Cuisine: 1054 INR per day,Homestay: 2603 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Cultural Tours, Trekking",Low,4.0/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Local Traditions
Assam,Sunny,High,13810,Cost Level: Low,Local Cuisine: 1581 INR per day,3-star: 4181 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, Trekking",High,4.5/5,Monsoon,Assamese,Moderately Safe,No,Local Traditions
Assam,Sunny,Medium,46253,Cost Level: High,Local Cuisine: 894 INR per day,Luxury Resort: 4497 INR per night,"Kaziranga National Park, Majuli Island","Wildlife Safari, Boating",High,4.1/5,Monsoon,Assamese,Moderately Safe,No,Local Traditions
Nagaland,Pleasant,High,29740,Cost Level: High,Local Cuisine: 1391 INR per day,Luxury Resort: 2866 INR per night,"Kohima War Cemetery, Dzükou Valley","Trekking, Cultural Tours, Wildlife Safari",High,4.4/5,Winter,"English, Nagamese",Very Safe,Yes,Local Traditions
Assam,Rainy,Medium,30064,Cost Level: High,Local Cuisine: 1620 INR per day,Luxury Resort: 1978 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,High,4.5/5,Summer,Assamese,Safe for Solo Travelers,No,Local Traditions
Meghalaya,Rainy,Medium,41638,Cost Level: High,Local Cuisine: 1169 INR per day,Homestay: 3502 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Cultural Tours, Trekking",High,3.5/5,Monsoon,"Khasi, Garo",Very Safe,No,Art Exhibitions
Nagaland,Sunny,Medium,23808,Cost Level: High,Local Cuisine: 1207 INR per day,3-star: 4276 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Trekking",Low,4.4/5,Monsoon,"English, Nagamese",Moderately Safe,No,Local Traditions
Manipur,Sunny,High,10546,Cost Level: High,Local Cuisine: 1771 INR per day,3-star: 3912 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Wildlife Safari, Trekking",Low,3.7/5,Winter,Manipuri,Very Safe,Yes,Local Traditions
Tripura,Pleasant,High,10446,Cost Level: High,Local Cuisine: 1935 INR per day,Luxury Resort: 1074 INR per night,"Ujjayanta Palace, Neermahal",Trekking,Moderate,3.8/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Local Traditions
Arunachal Pradesh,Chilly,Medium,10821,Cost Level: Low,Local Cuisine: 1504 INR per day,3-star: 3218 INR per night,"Tawang Monastery, Ziro Valley",Wildlife Safari,Low,4.9/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Sunny,Medium,8092,Cost Level: High,Local Cuisine: 1950 INR per day,3-star: 1991 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Boating, River Rafting",Moderate,4.9/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions
Mizoram,Pleasant,Low,37521,Cost Level: High,Local Cuisine: 1392 INR per day,Luxury Resort: 4148 INR per night,"Vantawng Falls, Phawngpui National Park","Trekking, Cultural Tours, River Rafting",Moderate,4.2/5,Winter,Mizo,Safe for Solo Travelers,No,Local Traditions
Tripura,Sunny,Medium,16576,Cost Level: Low,Local Cuisine: 1130 INR per day,Luxury Resort: 3486 INR per night,"Neermahal, Ujjayanta Palace",River Rafting,Low,4.7/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Arunachal Pradesh,Chilly,Low,32834,Cost Level: High,Local Cuisine: 935 INR per day,Homestay: 4987 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Trekking",High,4.5/5,Summer,"Hindi, English",Moderately Safe,No,Local Traditions
Nagaland,Pleasant,High,13697,Cost Level: High,Local Cuisine: 1909 INR per day,3-star: 4512 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Trekking, Boating",High,4.9/5,Summer,"English, Nagamese",Moderately Safe,No,Art Exhibitions
Manipur,Pleasant,Low,22187,Cost Level: High,Local Cuisine: 1349 INR per day,Homestay: 1678 INR per night,"Loktak Lake, Kangla Fort","River Rafting, Boating, Trekking",High,4.3/5,Monsoon,Manipuri,Very Safe,No,Local Traditions
Manipur,Rainy,Low,31897,Cost Level: Low,Local Cuisine: 611 INR per day,Luxury Resort: 2828 INR per night,"Loktak Lake, Kangla Fort","Boating, Trekking, Cultural Tours",Low,3.6/5,Winter,Manipuri,Moderately Safe,Yes,Festival
Manipur,Sunny,Medium,26402,Cost Level: Low,Local Cuisine: 1179 INR per day,Homestay: 4340 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Wildlife Safari",Moderate,3.6/5,Winter,Manipuri,Safe for Solo Travelers,No,Festival
Tripura,Rainy,Low,28920,Cost Level: High,Local Cuisine: 1004 INR per day,3-star: 1011 INR per night,"Neermahal, Ujjayanta Palace","Wildlife Safari, River Rafting, Trekking",High,3.6/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Manipur,Pleasant,Medium,25433,Cost Level: Low,Local Cuisine: 1257 INR per day,Luxury Resort: 2198 INR per night,"Loktak Lake, Kangla Fort","Trekking, Wildlife Safari, River Rafting",Moderate,3.5/5,Summer,Manipuri,Very Safe,No,Festival
Mizoram,Pleasant,Low,39021,Cost Level: Low,Local Cuisine: 1564 INR per day,3-star: 3076 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Wildlife Safari",Low,4.9/5,Winter,Mizo,Very Safe,No,Local Traditions
Tripura,Pleasant,High,34498,Cost Level: High,Local Cuisine: 640 INR per day,3-star: 3794 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Cultural Tours, Boating",High,4.2/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Local Traditions
Tripura,Chilly,Medium,33495,Cost Level: Low,Local Cuisine: 1933 INR per day,Homestay: 1024 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Wildlife Safari, Boating",Moderate,4.6/5,Winter,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Nagaland,Chilly,Medium,14969,Cost Level: High,Local Cuisine: 657 INR per day,3-star: 3483 INR per night,"Kohima War Cemetery, Dzükou Valley",Wildlife Safari,Moderate,4.3/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
Manipur,Pleasant,Medium,13641,Cost Level: High,Local Cuisine: 1652 INR per day,Luxury Resort: 3792 INR per night,"Loktak Lake, Kangla Fort",Cultural Tours,Moderate,4.8/5,Summer,Manipuri,Moderately Safe,No,Local Traditions
Meghalaya,Pleasant,High,5239,Cost Level: High,Local Cuisine: 1253 INR per day,Homestay: 4983 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Boating",Moderate,3.7/5,Winter,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Nagaland,Pleasant,Medium,11457,Cost Level: Low,Local Cuisine: 747 INR per day,Homestay: 2381 INR per night,"Kohima War Cemetery, Dzükou Valley","Cultural Tours, Trekking",Moderate,3.8/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions
