State,Weather,Budget Level,Budget (INR),Transportation Options,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Food Cost (INR),Hotel Cost (INR)
6,0,1,11213,0,11,50,0,3.8,1,1,1,0,1,581,4266
0,3,1,30276,0,10,34,1,3.9,2,3,2,1,0,865,2912
1,2,1,6673,0,7,38,2,4.0,1,0,2,1,1,1845,1688
4,1,1,25697,0,12,80,1,4.0,1,6,2,1,0,1087,3
5,2,2,21300,0,1,68,1,4.9,2,2,1,1,1,1595,3299
4,3,0,25964,1,9,10,0,4.1,1,6,1,0,1,595,2961
3,2,0,7388,0,0,11,1,3.9,2,4,0,1,1,539,3
1,2,1,48953,0,7,17,0,4.3,0,0,2,0,1,544,1828
4,2,0,17808,1,9,35,1,3.8,2,6,2,0,1,1701,3
4,1,1,10704,0,12,34,2,4.5,0,6,0,1,2,1144,4622
4,3,1,48831,1,9,9,1,3.8,2,6,2,0,1,642,2370
6,1,0,45231,1,11,34,0,4.0,2,1,0,1,1,1582,3
6,0,2,24816,1,8,28,1,4.0,2,1,2,1,2,545,2344
2,1,0,27551,0,2,27,2,4.5,0,5,1,1,2,1094,1218
1,0,2,42708,1,3,29,0,4.9,2,0,1,1,0,1411,4557
1,1,2,17946,0,7,18,0,3.9,1,0,0,0,2,1709,1240
5,0,1,24413,0,1,20,2,4.6,1,2,2,1,1,1510,3773
2,0,2,41613,0,2,66,2,3.8,0,5,2,0,2,1207,3
2,3,2,31140,1,2,51,1,4.6,2,5,0,0,2,860,1246
2,0,1,29563,0,6,51,2,4.8,0,5,1,1,2,727,3
3,2,1,15694,0,0,17,1,4.5,1,4,2,0,0,1464,3
6,0,2,26109,0,11,17,2,3.7,1,1,1,1,0,909,3
0,3,0,16533,0,10,68,1,3.7,0,3,0,0,1,775,4133
6,3,0,24761,0,8,57,1,5.0,1,1,0,1,0,1300,3
1,3,0,15682,1,7,51,1,3.9,2,0,1,0,2,1634,2779
6,2,2,30172,1,8,5,1,4.9,1,1,2,0,0,701,3
5,3,0,9147,1,4,68,0,4.5,1,2,1,0,1,846,1728
6,3,0,30148,1,11,17,1,4.3,1,1,0,1,2,733,3794
1,1,0,27453,0,7,17,1,4.3,1,0,0,1,1,985,3100
2,0,2,7251,1,6,67,0,4.7,1,5,1,0,0,874,3
5,1,2,10791,1,1,29,0,4.4,1,2,1,0,1,1711,1151
4,0,2,43216,0,12,10,2,4.5,1,6,1,1,1,1150,3
2,1,0,35481,1,6,16,2,3.8,1,5,0,0,1,1144,2296
5,3,2,18433,1,4,43,1,4.4,0,2,1,1,2,1438,3
5,2,1,14919,1,4,56,0,5.0,1,2,0,1,1,1996,1152
2,1,1,19729,0,2,0,2,4.5,0,5,0,0,2,797,3
6,0,1,5288,1,8,73,1,3.7,1,1,2,0,2,1410,3
6,2,1,30436,1,11,43,2,4.7,1,1,2,0,2,1648,1077
3,1,1,32648,1,5,68,2,4.1,1,4,1,0,2,1941,1096
6,0,2,31280,0,11,39,2,3.6,0,1,2,0,1,1497,3584
4,2,1,45468,0,9,69,1,4.0,0,6,0,0,1,1729,3014
6,3,2,31449,1,11,19,1,3.8,0,1,1,1,0,1746,3
5,3,0,47763,0,1,30,2,5.0,2,2,0,0,2,648,3465
6,2,0,33471,0,8,24,2,3.8,2,1,1,0,1,1733,3
1,2,0,25601,1,7,77,0,3.6,1,0,1,1,2,2000,2433
1,3,2,16241,1,3,2,2,3.6,2,0,0,0,0,1145,4748
5,0,2,22717,0,1,39,2,4.9,0,2,0,1,0,1560,4062
2,1,0,37893,0,6,34,2,4.0,0,5,2,0,1,753,2270
5,2,1,38067,0,1,73,2,3.7,2,2,0,0,2,1749,3
6,1,0,23159,1,8,43,0,3.7,2,1,2,0,2,1944,1736
2,0,1,36179,1,2,14,2,3.6,2,5,1,1,0,524,4678
6,2,2,10577,1,8,39,2,4.4,1,1,1,0,2,566,3
4,1,0,22643,0,12,34,1,4.2,1,6,0,1,2,624,2592
5,0,2,23497,1,4,3,2,4.7,1,2,2,1,1,958,3
2,3,1,20059,0,6,0,1,4.8,2,5,1,0,2,1579,4609
3,1,1,17044,0,0,68,2,4.7,2,4,0,1,0,836,3
0,3,1,30975,1,10,59,1,4.7,1,3,2,1,0,1939,2712
0,2,1,39127,0,10,74,1,3.9,0,3,2,0,2,589,3
2,0,0,31638,1,6,9,1,4.6,1,5,0,1,1,610,3
1,2,1,18434,0,3,42,1,3.7,2,0,1,1,2,1822,4653
5,0,2,22226,0,1,22,0,4.3,1,2,0,1,2,1111,4518
3,0,0,32953,1,0,4,1,4.5,0,4,0,1,0,1660,1765
0,0,0,24464,1,10,72,2,3.6,0,3,2,0,2,526,4629
1,3,2,45652,1,3,18,0,3.8,1,0,1,1,0,952,3
6,3,2,46946,1,11,42,1,4.3,1,1,1,0,1,1075,3963
6,3,2,47868,1,11,65,0,3.9,0,1,1,0,1,1588,3278
2,2,1,31041,0,6,68,2,4.4,2,5,2,1,1,1143,3
0,1,0,11164,0,13,2,1,4.3,2,3,1,0,1,806,2309
1,0,2,39139,1,3,26,0,4.3,0,0,0,1,0,895,3
0,3,1,23262,0,13,73,2,3.7,0,3,1,1,2,732,3
2,2,1,46746,1,2,69,1,3.6,1,5,0,1,0,935,3044
1,2,0,35972,0,7,6,2,3.5,1,0,1,1,2,1476,3726
3,3,0,10319,0,0,78,2,4.0,1,4,0,0,2,978,3
6,3,1,13537,1,11,40,2,4.9,0,1,0,0,0,1714,1076
0,2,2,18796,1,13,0,1,4.0,0,3,2,0,0,1484,4420
0,3,0,33934,1,10,24,0,4.3,0,3,2,1,2,671,3385
5,3,1,10859,1,4,0,2,4.9,0,2,2,0,0,920,4646
2,0,2,45564,0,2,51,1,4.7,1,5,0,0,2,1522,1464
6,0,2,5693,0,8,9,1,3.7,0,1,1,1,1,864,1023
6,3,2,33135,0,11,68,0,3.6,1,1,2,1,0,1928,3
1,2,2,34581,1,3,34,0,3.9,0,0,2,1,0,1912,1511
3,0,1,5817,0,5,29,2,3.6,2,4,0,1,1,1237,3948
6,2,1,35366,0,8,0,1,4.4,0,1,2,1,1,1823,4773
6,2,0,12547,0,8,68,0,4.0,0,1,2,0,1,773,2044
5,0,2,36519,1,1,52,1,3.5,1,2,2,1,0,1564,3900
5,2,2,30636,0,4,0,1,5.0,0,2,0,1,2,809,3
4,0,2,8837,1,12,56,0,4.3,0,6,0,1,1,1857,3228
6,0,0,9877,0,8,2,0,4.6,0,1,2,0,1,1207,4900
0,1,0,36732,1,13,37,0,3.8,0,3,1,0,2,1230,4413
6,1,1,27760,0,8,0,0,4.7,1,1,2,1,2,1696,4379
0,2,1,40138,1,13,51,0,4.0,0,3,1,0,0,1989,3
6,0,0,34405,1,8,51,0,4.8,1,1,1,0,1,767,3138
6,1,2,12817,0,8,34,0,4.0,0,1,0,0,2,1998,3
1,3,2,48456,0,3,31,0,3.8,1,0,2,0,1,792,3
5,0,2,10813,0,1,55,0,3.9,2,2,1,0,0,1242,4962
0,3,2,22637,1,10,51,0,4.8,1,3,2,1,1,1365,3
1,2,2,34098,1,7,51,2,4.2,0,0,1,1,0,1010,3
6,1,0,43773,0,8,2,1,3.7,2,1,2,1,0,644,3351
2,2,0,22204,0,6,39,1,4.9,0,5,1,1,0,558,4484
1,3,0,43267,1,3,51,0,3.6,1,0,1,1,2,1038,4905
4,3,1,9299,0,9,17,1,4.1,1,6,2,1,1,1727,3
5,3,0,25575,0,4,82,2,3.7,0,2,1,1,1,857,2128
0,1,1,14768,0,10,18,1,3.9,1,3,0,1,2,1989,3
1,1,1,39725,1,3,60,1,4.2,2,0,0,1,0,1388,1987
3,3,1,37798,1,5,58,0,4.9,1,4,2,0,2,1236,2387
5,0,2,36909,0,1,66,0,4.6,0,2,0,1,2,1910,3
6,0,0,8555,1,11,6,0,3.8,2,1,2,0,1,1938,3
2,1,2,9114,0,6,34,2,4.7,0,5,0,1,1,641,2273
5,3,2,32935,1,1,36,0,3.7,0,2,0,1,0,1055,4877
2,2,0,12102,0,6,47,0,4.3,2,5,1,1,1,1735,1107
5,2,2,19740,1,1,49,0,4.8,2,2,2,0,1,1184,3501
2,2,2,20907,0,6,22,2,3.9,2,5,2,0,1,1212,3069
0,2,0,8008,1,13,17,2,4.1,1,3,1,1,0,1589,3
2,2,1,38484,1,2,51,1,4.2,2,5,2,0,2,612,1863
5,1,1,28043,0,4,68,0,5.0,2,2,1,0,2,560,3133
4,1,2,37681,1,12,17,0,4.5,0,6,0,0,0,515,1656
6,0,0,34955,1,11,68,0,4.1,0,1,1,0,0,1130,1794
3,3,2,49775,0,0,60,2,3.9,0,4,1,1,2,1711,1910
1,3,1,38438,1,3,22,2,4.6,1,0,2,0,2,1568,2328
2,3,2,38777,1,2,22,1,3.9,2,5,2,1,2,953,4889
4,2,2,38642,0,12,68,2,4.6,1,6,0,1,1,1758,3993
6,3,0,34022,0,8,17,1,4.8,0,1,1,1,2,1829,1603
4,1,0,12684,0,9,9,1,4.0,0,6,1,0,1,1580,3779
0,0,2,38685,0,13,5,0,3.8,1,3,1,1,2,986,2860
4,2,0,5056,1,12,14,1,4.9,1,6,2,0,1,1982,3
2,2,1,49544,0,2,73,0,4.3,2,5,1,1,2,579,4836
2,0,0,17323,0,6,51,2,3.7,2,5,2,1,0,934,2333
6,1,0,9900,1,8,68,1,4.3,2,1,1,1,2,1660,2787
1,1,1,26896,0,7,27,0,3.6,0,0,0,1,2,1643,3436
6,0,0,29925,0,8,5,0,4.0,1,1,1,1,0,1658,3729
6,2,2,10438,0,8,79,1,4.3,1,1,1,0,2,1530,3
5,2,0,41474,0,1,34,0,3.6,0,2,0,0,1,1285,3
0,1,0,31942,0,13,9,0,4.1,2,3,1,1,1,836,2100
3,2,0,20901,1,5,15,0,3.7,1,4,1,0,1,641,1351
3,2,0,26393,0,5,17,2,4.7,0,4,0,0,2,1427,3
3,2,1,41093,0,5,67,1,4.1,0,4,2,1,2,801,3
4,1,2,33207,1,12,35,2,4.3,1,6,0,0,2,1269,1471
5,2,0,14638,1,1,27,1,3.9,1,2,2,1,1,936,1926
6,1,1,24555,1,8,68,2,4.9,2,1,2,0,2,1611,4674
5,1,0,30253,0,1,84,2,3.8,0,2,0,0,2,965,3
4,3,0,43414,0,9,34,2,3.8,2,6,1,1,1,865,3
5,1,1,14822,1,1,5,1,5.0,2,2,0,0,2,555,3
1,3,0,22941,0,3,0,0,4.8,0,0,1,0,2,1635,1923
5,3,0,43231,1,1,68,0,4.2,2,2,1,0,2,1022,4709
1,1,1,26505,1,7,28,0,3.8,0,0,1,1,2,669,3200
2,0,1,25339,0,2,22,0,4.0,2,5,1,0,0,1710,1500
1,1,2,27515,1,7,36,2,4.7,2,0,1,1,1,699,1485
0,3,2,49564,1,13,27,0,4.4,1,3,2,0,0,1951,2833
4,3,0,10234,1,12,68,1,4.1,1,6,1,0,2,1328,3
6,0,1,10095,0,11,0,1,3.5,1,1,2,1,2,1102,1910
4,3,2,28581,1,12,0,0,4.7,1,6,0,1,1,1940,2129
4,2,1,7467,0,12,56,0,4.0,2,6,2,1,2,1875,1911
0,1,1,33043,0,10,35,0,4.7,0,3,2,0,1,1278,3
4,1,1,34460,0,9,51,2,4.6,1,6,2,0,0,1169,3
1,1,2,14811,1,3,0,0,4.7,2,0,2,0,0,829,3
4,3,2,13612,0,12,51,1,4.3,0,6,0,0,2,798,1992
0,3,1,40244,0,10,38,1,4.2,0,3,2,0,1,1629,2543
2,3,1,13636,0,2,68,1,3.6,1,5,1,0,0,1753,3333
5,3,2,46895,1,1,52,1,4.2,0,2,0,1,2,716,3
0,3,2,10377,0,13,34,0,4.9,0,3,2,1,1,550,3916
1,2,1,39942,1,3,76,0,3.8,1,0,2,0,0,833,3116
1,0,1,40636,1,3,54,0,4.3,2,0,2,0,2,742,3
2,2,0,8222,0,6,56,2,4.2,1,5,1,0,2,1026,3
5,3,2,7850,0,4,26,2,4.4,2,2,0,1,1,1727,3
3,1,1,40775,0,5,74,2,4.4,1,4,0,1,2,1711,2982
4,2,1,39272,1,12,64,1,4.9,2,6,1,0,2,759,4204
5,1,2,25506,0,1,17,0,4.2,1,2,1,1,1,523,4034
3,0,2,46856,1,5,70,0,4.3,0,4,0,0,1,732,3044
0,1,1,9210,0,13,43,1,4.4,2,3,1,1,1,1043,3
2,2,2,16806,0,2,30,0,4.4,2,5,1,1,0,621,3120
5,1,2,41583,0,1,51,1,4.0,0,2,2,0,2,910,3
2,1,1,21859,1,2,51,2,4.8,0,5,0,0,0,606,4893
5,1,0,42607,0,4,68,0,4.4,1,2,1,0,1,863,2641
3,1,2,38458,0,5,13,2,3.7,2,4,2,0,1,1918,3
0,1,1,38041,0,10,51,0,4.7,1,3,0,0,0,1901,1544
2,0,1,49640,1,2,4,0,3.5,1,5,2,0,0,821,4506
5,0,2,33875,0,4,0,2,4.2,1,2,1,1,0,718,2304
6,2,1,36662,0,11,68,0,5.0,2,1,0,1,0,1518,1655
1,2,1,25918,0,3,43,0,4.1,2,0,2,1,0,887,3
6,2,0,17624,0,8,17,0,4.7,1,1,2,1,2,1132,2252
3,2,1,5021,1,0,73,0,4.5,0,4,2,0,2,582,3
5,0,2,12051,1,4,52,1,4.4,1,2,2,0,2,568,4254
2,1,0,15223,0,2,34,2,4.4,1,5,0,0,1,1865,2356
1,0,0,23501,0,7,68,1,4.8,1,0,0,0,0,1531,1302
0,2,0,48717,0,13,34,1,3.6,2,3,2,0,2,1990,2541
2,3,0,43582,1,6,6,0,4.6,0,5,1,1,2,525,1720
2,0,2,15083,1,6,81,2,4.2,2,5,0,1,0,1227,1600
4,2,1,22740,0,12,40,0,3.9,1,6,0,0,2,1233,1754
1,3,1,33468,0,7,66,2,4.2,1,0,2,1,2,1322,4223
3,3,2,13567,0,5,51,0,4.0,0,4,2,1,0,965,3
5,1,1,21060,0,1,24,1,3.8,1,2,2,0,0,534,3520
0,0,2,29465,0,13,19,0,4.0,0,3,0,1,0,1058,1918
0,0,2,35714,1,10,46,0,4.0,1,3,1,1,2,1280,4692
6,1,1,37068,0,11,23,0,4.0,1,1,2,1,1,860,1828
1,1,1,6254,0,7,5,0,4.2,1,0,1,1,1,604,3
6,1,2,21669,1,8,49,1,4.7,2,1,1,1,0,884,3
1,0,1,7746,1,3,20,1,4.4,2,0,2,0,2,843,1861
3,2,1,41502,1,0,68,1,4.0,1,4,0,1,0,1624,2313
1,0,0,38613,0,7,27,2,3.7,1,0,2,0,0,1238,1974
4,1,0,37674,1,9,68,1,5.0,0,6,2,0,2,1085,3
4,2,2,25157,0,12,36,0,4.4,2,6,2,0,0,1748,3
0,3,1,20438,0,10,51,0,4.3,1,3,2,1,0,562,2282
3,1,1,36548,1,0,52,0,4.7,2,4,0,0,1,638,3
0,3,0,45400,1,10,1,1,4.8,2,3,2,0,1,1788,3
1,0,0,42361,0,7,32,1,3.8,1,0,1,1,2,815,3
5,2,2,31718,1,4,68,1,4.4,0,2,0,1,2,1113,1888
0,3,2,26369,0,13,64,0,4.1,1,3,2,1,2,1160,2937
4,2,0,17720,1,12,18,0,4.2,2,6,2,0,0,627,1386
4,1,1,11809,0,12,68,1,5.0,1,6,2,0,1,1755,1904
3,2,1,6966,0,5,46,2,3.5,1,4,0,0,1,790,3
3,3,1,22928,1,5,34,0,4.4,1,4,0,0,0,1749,1494
4,0,2,22728,0,9,37,2,4.9,2,6,2,1,1,1820,3
6,0,0,18207,0,11,48,1,3.9,0,1,1,1,0,1452,3
4,3,2,45145,1,9,60,0,4.9,2,6,0,1,0,1814,3158
0,0,1,42246,0,10,25,1,4.3,2,3,1,1,1,1960,1615
0,0,2,45509,1,10,63,2,4.8,2,3,2,1,2,856,4828
4,0,2,5133,1,12,34,0,4.8,2,6,1,0,0,873,3444
2,0,0,49783,0,2,39,1,4.0,0,5,1,0,1,878,4189
2,0,0,11873,1,2,34,0,4.9,1,5,1,0,1,1136,1561
5,3,0,35504,0,1,25,1,4.0,0,2,0,1,1,1168,1558
1,2,2,11053,0,3,52,1,4.1,2,0,2,1,1,959,2966
6,0,1,6401,1,11,34,2,4.7,2,1,2,0,0,969,3
4,1,0,49856,0,12,77,1,4.1,1,6,0,1,0,1511,4446
5,2,1,48410,0,4,6,0,5.0,2,2,0,0,2,1132,4166
0,0,1,22269,0,10,82,2,4.6,2,3,0,1,1,1604,3
4,0,2,23769,1,9,34,1,4.1,1,6,0,1,2,584,3
4,0,1,44388,0,12,34,2,3.5,2,6,2,0,2,1129,1062
6,0,2,46806,0,11,35,1,4.3,1,1,2,1,1,1794,1688
4,2,0,47792,1,9,68,0,3.7,0,6,0,1,1,1301,2088
2,1,1,9326,0,2,5,1,4.1,1,5,0,1,2,825,2069
0,2,1,33797,0,10,17,0,4.6,2,3,1,1,0,1248,3555
1,2,1,13903,0,3,69,0,4.7,0,0,2,0,2,583,2119
6,2,1,33280,1,11,18,1,3.6,0,1,0,1,2,731,4362
1,1,0,35105,1,3,55,1,4.0,2,0,0,1,0,1408,3702
3,2,1,42996,1,5,73,2,4.2,0,4,0,0,1,1423,1531
2,3,2,23644,1,6,60,0,3.7,1,5,2,1,1,1911,1760
2,3,1,9099,0,2,40,1,4.0,0,5,0,1,1,1174,1589
4,3,2,38610,1,12,30,2,4.1,2,6,1,1,1,968,3
6,0,2,23747,0,8,80,0,4.9,1,1,1,1,2,1527,3
5,2,2,35860,1,1,42,1,4.1,0,2,2,0,0,1096,1339
2,3,1,35751,1,6,51,2,3.6,1,5,2,1,1,541,3
6,3,0,13115,0,8,11,2,4.7,1,1,0,0,1,1836,3
2,0,0,29356,1,2,17,2,4.2,1,5,1,1,0,681,4003
0,0,0,42381,1,10,77,1,5.0,2,3,0,0,2,1770,3101
1,2,0,10654,1,7,18,2,3.7,1,0,2,1,1,1945,2509
3,3,2,44099,1,5,81,0,4.1,2,4,0,1,2,1061,3
0,3,1,45760,1,10,73,1,4.9,2,3,1,0,0,946,1444
1,3,2,14125,1,3,75,0,4.4,1,0,1,0,1,514,3
2,2,0,25324,1,6,80,2,4.0,0,5,2,1,0,1073,4328
1,2,1,27034,1,7,47,2,3.8,2,0,1,0,1,991,3
6,1,1,22182,1,8,27,2,4.0,0,1,0,0,2,1881,3
1,0,2,24591,1,3,54,0,4.9,1,0,2,0,1,1993,3
0,1,1,30990,1,10,29,2,4.8,0,3,0,0,2,938,3766
4,0,0,5498,0,12,27,2,3.7,1,6,0,1,2,1285,2761
2,3,1,21513,0,6,51,0,4.2,1,5,1,1,0,863,1741
1,1,0,34187,1,7,74,1,3.6,1,0,1,0,0,1231,3
5,1,1,49108,0,1,28,0,4.4,0,2,2,1,0,1690,2437
0,1,1,34766,1,13,0,2,4.3,0,3,1,0,2,1114,3475
5,3,1,9379,1,4,17,1,3.5,0,2,0,1,0,532,1913
0,2,1,19452,1,10,66,1,5.0,1,3,1,0,2,619,1294
5,2,1,30583,1,1,68,0,4.9,0,2,2,0,2,1691,3
4,2,1,32737,0,12,0,1,4.0,0,6,1,0,1,1026,1435
6,1,0,36560,0,11,68,0,4.7,1,1,2,0,0,598,3
5,2,1,17104,1,1,51,1,4.5,0,2,2,0,0,1382,3
3,1,0,47912,0,5,52,0,5.0,0,4,0,0,2,559,3
6,2,0,22842,1,11,70,0,4.6,2,1,2,1,1,833,3
2,2,2,7150,1,6,34,0,4.1,2,5,0,1,2,721,3
1,0,2,44475,0,3,63,2,3.7,1,0,0,1,1,1900,3
6,0,0,36704,0,8,51,0,4.6,2,1,1,1,0,693,1100
6,1,1,31582,1,11,69,1,4.0,2,1,2,1,1,1801,3430
3,3,2,9730,0,5,31,0,3.8,2,4,1,1,2,1292,3
2,2,2,33301,1,6,39,0,4.8,2,5,0,1,1,1898,3598
4,0,0,12160,0,9,43,1,4.4,0,6,1,0,2,760,3
0,3,0,34292,1,10,17,0,4.0,1,3,1,0,2,1512,2961
6,1,1,27823,0,8,0,1,4.7,1,1,1,0,0,1337,4942
5,2,1,32972,1,4,57,1,4.6,2,2,0,0,1,1881,2113
6,1,2,27205,0,8,8,1,4.0,1,1,0,0,2,641,2754
4,1,2,5806,1,12,48,2,3.7,1,6,0,0,0,514,4078
0,1,0,40012,1,13,52,0,4.4,0,3,0,1,1,569,2850
0,1,1,8039,1,10,7,0,4.7,1,3,2,1,1,768,3
1,1,2,10554,0,7,21,2,4.8,0,0,1,0,0,1128,4381
6,1,0,49973,0,8,78,2,3.5,1,1,1,1,1,712,3
6,2,1,31017,0,8,50,0,4.9,2,1,0,1,2,1441,3
3,0,2,12039,1,0,4,0,3.7,0,4,0,1,2,1402,3
5,0,2,19639,0,1,72,0,4.9,1,2,1,1,1,1330,4681
3,1,1,39577,0,0,51,2,3.6,2,4,0,0,2,1724,2172
1,0,2,23155,0,3,58,1,4.5,2,0,1,1,0,1227,4299
1,1,0,16209,1,3,56,2,4.6,2,0,2,0,2,1506,3
3,0,1,14043,1,5,52,0,4.0,0,4,2,1,0,1604,2137
5,0,1,19307,1,4,47,1,3.6,2,2,0,0,1,595,4435
3,0,0,43611,1,0,5,2,4.5,1,4,0,1,2,1290,3
5,2,1,31618,0,1,34,1,4.7,2,2,0,1,1,995,3065
1,1,2,48912,0,7,64,2,3.8,0,0,2,0,0,1865,4065
6,0,0,35456,0,11,51,0,3.5,1,1,1,0,0,1100,1507
3,1,0,36155,0,5,81,0,4.3,0,4,2,1,1,1369,3
4,3,2,37350,0,9,84,0,4.4,1,6,0,1,1,973,3007
6,3,2,36079,0,8,42,2,3.7,1,1,1,0,0,1622,2895
1,2,1,38294,1,7,60,2,4.4,0,0,1,1,1,1129,3
0,2,0,18693,1,10,17,2,4.0,0,3,1,0,1,852,3460
4,2,2,28554,0,12,65,1,4.4,2,6,1,1,0,1067,1054
1,0,1,41443,0,7,0,0,4.6,1,0,0,1,2,1630,2851
3,2,2,28642,0,0,77,2,5.0,0,4,2,0,0,1735,3073
3,1,2,38065,0,5,37,0,3.7,0,4,0,0,1,546,3
5,1,1,8285,1,4,1,2,4.5,1,2,0,1,1,1801,3
2,3,0,11152,0,2,17,1,4.3,0,5,0,0,2,1830,4264
6,3,2,22774,0,11,65,2,4.0,2,1,0,0,2,638,3846
6,2,2,23382,0,11,78,2,4.9,1,1,0,0,0,733,3
6,3,0,31728,1,11,28,1,4.2,0,1,1,0,0,568,2054
3,3,2,48056,1,5,82,2,4.2,1,4,2,0,0,1368,3
6,0,0,38818,1,11,51,2,4.4,1,1,0,0,2,950,3
1,1,1,11633,1,3,63,0,3.8,1,0,1,1,0,1069,4000
3,1,1,18239,0,5,51,1,4.2,0,4,0,0,1,525,1678
2,2,0,14075,0,6,0,2,4.5,0,5,0,1,0,1926,1977
3,2,2,23340,1,5,9,2,3.9,0,4,2,0,1,1631,1534
6,1,2,23188,0,11,34,1,3.9,2,1,0,1,2,707,4983
0,1,0,7475,0,13,2,1,4.9,2,3,2,1,2,1358,3010
2,1,0,43208,1,6,69,1,4.1,1,5,1,1,2,1753,2019
2,2,2,21382,1,2,18,2,3.9,2,5,2,1,0,1054,2741
0,2,1,17027,0,13,68,0,4.6,1,3,1,1,0,875,4526
0,2,2,46151,0,13,51,0,3.6,0,3,1,0,2,1264,4839
2,2,0,13571,1,6,34,0,4.8,2,5,2,0,0,658,2973
6,1,1,21300,1,11,34,0,4.7,0,1,1,1,2,1602,1076
5,1,2,31161,1,4,17,0,3.5,0,2,1,1,2,1271,2469
2,0,2,25067,1,6,44,1,4.4,2,5,1,1,0,958,3
3,3,1,28023,1,0,17,1,4.4,2,4,1,0,0,1149,3
0,3,2,7268,1,13,34,0,4.2,0,3,1,0,2,1399,3
0,1,1,22223,1,10,83,1,4.5,2,3,0,1,2,1704,3
6,3,0,49762,0,8,26,2,3.8,2,1,1,1,2,1819,3
6,1,0,49122,1,11,39,2,3.7,0,1,2,1,0,1370,3617
5,2,2,46947,0,1,41,2,4.3,1,2,2,1,2,1384,3
2,1,0,16112,0,6,0,2,4.1,2,5,1,0,0,1521,3
4,0,0,24847,1,12,69,2,4.4,0,6,0,1,0,1717,3454
6,0,1,35352,1,8,51,1,4.8,0,1,1,1,0,1464,4895
4,0,2,41269,1,12,56,2,4.9,0,6,0,1,0,1964,3
5,0,2,48036,1,1,43,0,4.7,0,2,0,0,2,693,4990
6,2,1,39804,0,11,18,1,4.1,2,1,1,0,1,660,3
0,2,0,36336,1,10,30,1,4.9,0,3,0,1,0,1272,3
3,2,0,44477,1,0,45,1,4.4,1,4,2,1,0,1244,1084
5,0,2,22017,1,1,41,0,3.9,1,2,2,0,1,1534,3
3,3,1,33850,1,0,76,0,4.0,0,4,2,1,1,1345,4712
2,1,2,8822,1,6,34,2,4.7,1,5,1,1,0,1827,4838
5,3,1,5945,0,1,68,0,4.5,0,2,2,1,2,935,4230
2,3,0,31448,1,6,0,1,4.0,0,5,1,0,2,675,2043
1,2,2,48480,0,3,67,0,4.3,1,0,2,0,2,976,1930
5,3,0,17887,0,4,51,1,3.5,1,2,1,0,1,1903,1701
4,3,0,42851,1,9,39,2,4.2,1,6,0,1,1,1893,1959
5,1,0,22847,0,1,33,1,3.8,2,2,2,1,0,525,3752
0,1,1,38637,1,10,8,1,3.6,2,3,0,1,1,1081,4721
1,0,0,14624,1,3,59,2,4.2,1,0,0,0,0,751,2361
6,3,0,35645,0,8,0,1,3.7,0,1,2,1,2,1329,3
5,1,0,15163,0,1,56,1,4.0,0,2,2,0,0,659,3556
5,2,1,37983,1,4,21,2,4.8,0,2,1,0,1,1699,2723
4,0,0,27344,0,12,26,1,4.3,0,6,2,0,1,1436,3
5,1,1,14400,1,4,56,1,3.9,1,2,1,1,1,1593,4297
5,2,0,33470,1,1,51,0,4.7,2,2,2,0,1,637,1499
3,3,0,29571,0,0,6,0,4.2,1,4,2,0,0,974,3
6,2,1,15368,0,8,51,1,4.6,2,1,2,0,1,1716,3
3,3,1,8256,0,0,1,2,4.5,2,4,1,1,1,1368,3443
0,0,1,19207,0,13,1,2,4.7,1,3,2,1,2,650,2402
1,1,1,41131,1,3,81,2,3.6,2,0,0,1,0,1848,4416
1,3,1,9905,1,7,17,0,4.1,0,0,0,0,1,1970,3
3,1,2,40534,0,0,55,2,3.9,0,4,0,1,0,1214,3
0,1,2,16847,1,13,84,0,3.5,0,3,2,1,2,1973,3364
3,0,2,44728,0,0,20,1,3.6,2,4,2,0,2,503,2273
6,3,1,37700,0,11,43,0,4.9,1,1,0,0,0,937,4063
6,0,2,30222,1,11,68,1,4.4,2,1,2,1,0,1626,3
5,1,1,5545,0,1,81,2,4.5,2,2,0,0,0,1754,2406
4,1,2,29557,0,12,4,0,4.2,0,6,2,0,1,1480,3454
1,0,0,30992,0,7,27,2,3.7,1,0,0,1,2,1042,3
0,0,2,45823,1,10,0,2,4.3,1,3,1,0,2,1362,3887
4,3,1,24968,1,12,26,0,4.6,0,6,1,1,1,1746,3
5,1,2,31627,1,1,34,1,4.7,2,2,0,0,1,896,1194
4,0,1,22915,1,9,1,0,3.6,2,6,1,0,0,1899,3
5,2,2,24355,0,1,0,1,4.7,2,2,1,0,1,706,3117
6,2,2,39241,1,8,74,2,3.9,0,1,1,1,1,649,2444
1,0,1,22304,1,7,12,1,4.0,0,0,2,0,2,1787,1636
5,1,2,15830,1,4,0,2,4.5,0,2,2,1,0,805,4404
2,1,2,23955,0,2,17,1,4.6,1,5,2,0,1,2000,3
6,1,1,18713,1,8,77,1,4.2,0,1,1,0,0,1677,4349
5,2,2,27874,1,4,57,0,5.0,1,2,2,0,1,502,3
0,3,2,7574,1,13,24,2,4.7,2,3,2,0,1,697,2078
2,0,0,41171,1,6,6,0,3.9,2,5,0,0,2,924,3
1,0,1,17858,0,3,41,1,3.9,2,0,0,0,0,1677,3
